amount,hour_of_day,velocity,geo_distance,is_fraud
301.1,14,0.06666666666666667,0.0,0
230.36,17,0.06666666666666667,1200.0,1
344.61,18,0.06666666666666667,1200.0,0
923.48,2,0.06666666666666667,0.0,0
848.51,16,0.06666666666666667,0.0,0
943.83,1,0.06666666666666667,0.0,0
5004.38,2,0.06666666666666667,0.0,1
4139.63,2,60.0,0.0,1
48.32,1,0.0,0.0,0
744.43,1,0.06666666666666667,0.0,0
5.66,14,0.06666666666666667,0.0,0
395.91,13,0.06666666666666667,0.0,0
13.0,2,0.06666666666666667,0.0,0
2171.24,21,0.06666666666666667,306.49049080317803,1
502.16,8,0.08727907484180668,306.49049080317803,0
766.31,2,0.06666666666666667,0.0,1
662.24,2,60.0,0.0,1
1011.4,6,0.06666666666666667,0.0,0
958.39,12,0.06666666666666667,0.0,0
363.95,11,0.06666666666666667,0.0,0
558.05,22,0.08733200718063171,0.0,0
622.17,17,0.06666666666666667,0.0,0
654.6,18,0.5476951163852122,0.0,0
2779.99,4,0.06666666666666667,306.49049080317803,1
2739.65,4,0.06666666666666667,0.0,1
1150.17,23,0.06666666666666667,306.49049080317803,0
843.78,0,0.06666666666666667,0.0,0
1173.16,14,0.07229496345087959,0.0,0
299.07,3,0.0,0.0,0
191.23,8,0.06666666666666667,0.0,0
1177.75,22,0.07179323548181238,0.0,0
393.44,9,0.09174545732561992,0.0,0
1070.13,0,0.06666666666666667,0.0,0
506.58,9,0.1063766916848886,0.0,0
37.88,7,0.06666666666666667,0.0,0
255.95,5,0.06666666666666667,306.49049080317803,1
238.64,22,0.0,0.0,0
603.0,15,0.06666666666666667,0.0,0
1118.99,9,0.06666666666666667,0.0,0
202.27,10,4.41717791411043,0.0,0
1061.1,13,0.06666666666666667,0.0,0
720.9,8,0.06666666666666667,0.0,0
1031.32,1,0.0,0.0,0
1158.57,14,0.06666666666666667,0.0,0
974.52,18,0.06666666666666667,0.0,0
872.82,10,0.06666666666666667,0.0,0
550.27,8,0.06666666666666667,0.0,0
150.62,4,0.06666666666666667,0.0,0
898.12,5,0.06666666666666667,0.0,0
117.12,10,0.06666666666666667,0.0,0
983.25,11,0.6482982171799028,0.0,0
374.04,4,0.0,0.0,0
804.39,10,0.06666666666666667,0.0,0
163.96,3,0.06666666666666667,306.49049080317803,1
3100.17,3,60.0,0.0,1
2616.99,3,60.0,1200.0,1
5.48,14,0.08645948412507806,1200.0,0
1103.83,4,0.06666666666666667,0.0,0
502.13,15,0.09493170191445599,0.0,0
443.21,18,0.06666666666666667,0.0,0
586.62,2,0.06666666666666667,0.0,0
415.65,10,0.06666666666666667,0.0,0
1140.02,19,0.1136040897472309,0.0,0
4307.29,8,0.06666666666666667,1200.0,1
1161.84,19,0.06666666666666667,1200.0,0
638.22,4,0.0,0.0,0
187.1,3,0.06666666666666667,0.0,0
380.06,6,0.06666666666666667,0.0,0
411.37,2,0.06666666666666667,1200.0,1
1066.74,20,0.06666666666666667,1200.0,0
527.21,18,0.06666666666666667,0.0,0
238.33,22,0.06666666666666667,0.0,0
982.61,13,0.06666666666666667,0.0,0
578.2,5,0.0,0.0,0
1135.86,4,0.06666666666666667,0.0,0
658.77,17,0.06666666666666667,0.0,0
220.48,1,0.06666666666666667,0.0,0
2927.82,4,0.06666666666666667,1200.0,1
3062.57,4,60.0,0.0,1
712.65,9,0.06666666666666667,1200.0,0
1017.44,22,0.06666666666666667,0.0,0
1112.11,8,0.0,0.0,0
177.54,16,0.11844053298239841,0.0,0
1005.57,5,0.06666666666666667,0.0,0
191.89,4,0.06666666666666667,0.0,1
5167.43,4,60.0,1200.0,1
241.28,12,0.06666666666666667,1200.0,0
999.87,23,0.06666666666666667,0.0,0
1005.34,8,0.06666666666666667,0.0,0
537.48,17,0.06666666666666667,0.0,0
833.01,16,0.06666666666666667,0.0,0
1022.48,17,0.06666666666666667,0.0,0
905.81,9,0.0,0.0,0
516.02,19,0.06666666666666667,0.0,0
50.62,15,0.06666666666666667,0.0,0
972.38,22,0.06666666666666667,0.0,0
1016.74,1,0.25862068965517243,0.0,0
47.31,7,0.06666666666666667,0.0,0
13.43,21,0.06666666666666667,0.0,0
461.95,19,0.06666666666666667,0.0,0
344.45,14,0.06666666666666667,0.0,0
1048.96,19,0.18662519440124417,0.0,0
284.9,21,0.06666666666666667,0.0,0
869.57,19,0.06666666666666667,0.0,0
5927.83,18,0.06666666666666667,306.49049080317803,1
976.55,1,0.14457250712822778,306.49049080317803,0
985.08,0,0.06666666666666667,0.0,0
1068.24,1,2.8846153846153846,0.0,0
432.06,13,0.0,0.0,0
1168.68,18,0.06666666666666667,0.0,0
84.33,13,0.06666666666666667,0.0,0
648.96,22,0.06666666666666667,0.0,0
2511.18,4,0.06666666666666667,0.0,1
743.9,17,0.06666666666666667,0.0,0
992.2,19,0.06666666666666667,0.0,0
894.86,3,0.12186865267433987,0.0,0
41.09,5,0.06666666666666667,0.0,0
94.85,8,0.06666666666666667,0.0,0
734.85,12,0.2164111812443643,0.0,0
614.4,3,0.0,0.0,0
717.0,2,0.06666666666666667,0.0,0
358.58,1,0.06666666666666667,0.0,1
128.63,3,0.5750798722044729,0.0,0
567.61,15,0.06666666666666667,0.0,0
968.49,1,0.10721944245889922,0.0,1
215.15,18,0.06666666666666667,0.0,0
915.62,21,0.06666666666666667,0.0,0
253.92,15,0.06666666666666667,1200.0,1
3621.38,4,0.06666666666666667,1200.0,1
894.39,8,0.06666666666666667,0.0,0
850.55,15,0.06666666666666667,0.0,0
183.79,4,0.06666666666666667,0.0,0
338.61,12,0.06666666666666667,0.0,0
4891.3,3,0.06956521739130435,0.0,1
1174.47,1,0.0,0.0,0
323.0,2,0.06666666666666667,306.49049080317803,1
103.8,15,0.06666666666666667,306.49049080317803,0
738.48,20,0.06666666666666667,0.0,0
507.35,18,0.06666666666666667,0.0,0
568.97,0,0.06666666666666667,1200.0,1
1095.19,11,0.0,0.0,0
339.31,16,0.06666666666666667,0.0,0
150.73,2,0.06666666666666667,0.0,0
645.46,15,0.06666666666666667,0.0,0
1196.05,3,0.06666666666666667,0.0,0
342.1,15,0.06666666666666667,0.0,0
4387.75,0,0.06666666666666667,1200.0,1
4638.58,1,2.4226110363391653,1200.0,1
397.08,18,0.06666666666666667,1200.0,0
306.47,23,0.0,0.0,0
5477.55,4,0.06666666666666667,1200.0,1
115.63,1,0.06666666666666667,1200.0,1
752.65,15,0.06666666666666667,1200.0,0
1157.96,19,0.06666666666666667,0.0,0
835.36,2,0.14429436049541064,0.0,0
1157.68,18,0.06666666666666667,0.0,0
681.88,12,0.06666666666666667,0.0,0
812.79,1,0.06666666666666667,1200.0,1
363.72,19,0.0,0.0,0
1029.44,1,0.1723807699674392,306.49049080317803,1
1112.66,6,0.06666666666666667,306.49049080317803,0
129.44,9,0.06666666666666667,0.0,0
142.95,2,0.06666666666666667,0.0,0
1125.7,22,0.06666666666666667,0.0,0
688.13,15,0.06666666666666667,0.0,0
435.38,12,0.06666666666666667,0.0,0
320.54,22,0.06666666666666667,0.0,0
5117.14,15,0.06666666666666667,306.49049080317803,1
3454.0,3,0.06666666666666667,1200.0,1
261.35,6,0.30451700219928945,1200.0,0
568.9,2,0.0,0.0,0
979.72,23,0.06666666666666667,0.0,0
165.93,2,0.3563650762225302,1200.0,1
1772.09,3,1.1814899901542502,1200.0,1
548.29,18,0.06666666666666667,306.49049080317803,0
1023.5,19,0.8902077151335311,0.0,0
726.59,3,0.06666666666666667,0.0,0
11.58,8,0.2083212777038366,0.0,0
1103.16,19,0.08984950208400928,0.0,0
729.63,10,0.06740437004999157,0.0,0
851.39,8,0.06666666666666667,0.0,0
889.27,18,0.06666666666666667,0.0,0
342.09,13,0.06666666666666667,0.0,0
1192.55,17,0.06666666666666667,0.0,0
1196.37,4,0.06666666666666667,1200.0,1
30.09,0,0.0,0.0,0
5507.92,3,0.06666666666666667,1200.0,1
507.88,8,0.06666666666666667,1200.0,0
236.66,14,0.18136933850571815,0.0,0
1162.47,2,0.06666666666666667,0.0,0
742.87,13,0.06666666666666667,0.0,0
981.78,13,0.06666666666666667,0.0,0
724.43,1,0.06666666666666667,0.0,0
301.89,8,0.06666666666666667,1200.0,1
1110.56,4,0.06666666666666667,1200.0,0
1001.04,8,0.06666666666666667,0.0,0
1494.77,1,0.0,0.0,1
3466.97,1,60.0,0.0,1
644.75,5,0.06666666666666667,0.0,0
992.57,19,0.06666666666666667,0.0,0
836.97,7,0.08309673845301573,0.0,0
88.39,15,0.06666666666666667,0.0,0
85.58,6,0.06666666666666667,0.0,0
113.58,21,0.06666666666666667,0.0,0
1199.69,11,0.06666666666666667,0.0,0
297.55,9,0.06666666666666667,0.0,0
259.56,17,0.12341446691806651,0.0,0
3765.0,1,0.06666666666666667,1200.0,1
626.85,2,60.0,0.0,1
5974.28,3,0.06666666666666667,1200.0,1
3964.75,3,60.0,0.0,1
670.68,10,0.0,0.0,0
113.03,3,0.06666666666666667,0.0,0
943.63,10,0.06666666666666667,0.0,0
3776.68,1,0.06666666666666667,0.0,1
970.82,19,0.06666666666666667,0.0,0
1056.84,3,0.12940330697340044,0.0,0
5240.12,0,0.06666666666666667,306.49049080317803,1
2751.2,0,60.0,0.0,1
1102.54,3,0.06666666666666667,306.49049080317803,0
467.07,3,0.06666666666666667,0.0,0
726.05,10,0.15571607768502096,0.0,0
579.82,19,0.0,0.0,0
1066.6,5,0.0999000999000999,0.0,0
855.12,2,0.06666666666666667,0.0,0
354.82,2,9.782608695652174,0.0,0
911.03,14,0.06666666666666667,0.0,0
2922.01,2,0.06666666666666667,1200.0,1
196.11,4,0.06666666666666667,1200.0,0
1066.81,14,0.10400716493802907,0.0,0
763.67,2,0.06666666666666667,0.0,0
725.2,5,0.06666666666666667,0.0,0
163.75,7,0.5602240896358543,0.0,0
1066.28,11,0.0,0.0,0
5227.52,3,0.06666666666666667,1200.0,1
5057.14,4,1.1378002528445006,1200.0,1
214.82,19,0.06666666666666667,306.49049080317803,0
1163.54,22,0.06666666666666667,0.0,0
256.69,21,0.06666666666666667,1200.0,1
31.44,22,0.0,0.0,0
5479.78,0,0.06666666666666667,0.0,1
607.61,5,0.06666666666666667,0.0,0
401.0,21,0.06666666666666667,0.0,0
379.31,17,0.06666666666666667,0.0,0
296.22,12,0.06666666666666667,0.0,0
3695.68,2,0.06666666666666667,0.0,1
2810.56,1,0.06666666666666667,0.0,1
5926.53,1,60.0,1200.0,1
5753.19,1,60.0,1200.0,1
1368.94,4,0.06666666666666667,1200.0,1
2740.63,4,60.0,0.0,1
1054.18,10,0.06666666666666667,1200.0,0
678.58,6,0.06666666666666667,0.0,0
685.44,16,0.0,0.0,0
531.48,0,0.06666666666666667,0.0,0
97.68,2,0.4428589002337311,0.0,0
93.89,10,0.06666666666666667,0.0,0
516.21,13,0.06666666666666667,0.0,0
1101.02,19,0.06666666666666667,0.0,0
107.01,0,0.06666666666666667,0.0,0
4887.88,0,0.06666666666666667,306.49049080317803,1
4188.26,9,0.10592596951685988,1200.0,1
275.61,17,0.12841091492776888,1200.0,0
440.87,2,0.06666666666666667,0.0,0
984.06,5,0.06666666666666667,0.0,0
79.19,22,0.06666666666666667,0.0,0
791.32,23,0.06666666666666667,0.0,0
108.7,8,0.06666666666666667,0.0,0
551.82,10,0.0,0.0,0
1139.13,1,0.06666666666666667,0.0,0
886.65,10,0.06666666666666667,0.0,0
1098.64,14,0.06666666666666667,0.0,0
93.82,2,0.06666666666666667,0.0,0
631.08,2,4.166666666666667,0.0,0
449.06,20,0.06666666666666667,0.0,0
501.84,9,0.06666666666666667,0.0,0
287.35,4,0.0,0.0,0
979.23,1,0.06666666666666667,0.0,0
744.63,17,0.06666666666666667,0.0,0
16.44,1,0.1314060446780552,0.0,0
922.07,19,0.06666666666666667,0.0,0
1148.97,12,0.06666666666666667,0.0,0
5475.76,3,0.06666666666666667,1200.0,1
26.88,4,0.06666666666666667,1200.0,0
708.06,14,0.1016748100658062,0.0,0
672.66,19,0.0,0.0,0
1021.57,1,0.06666666666666667,0.0,0
490.54,1,0.06666666666666667,0.0,0
635.13,6,0.18052351820278809,0.0,0
1092.36,4,0.06666666666666667,0.0,0
280.05,0,0.06666666666666667,0.0,0
2095.52,3,0.06666666666666667,306.49049080317803,1
852.65,7,0.06666666666666667,306.49049080317803,0
129.21,7,0.0,0.0,0
864.85,22,0.06666666666666667,0.0,0
334.79,14,0.06666666666666667,0.0,0
315.21,4,0.06666666666666667,1200.0,1
477.17,2,0.06666666666666667,1200.0,0
625.52,19,0.06666666666666667,0.0,0
188.66,14,0.06666666666666667,0.0,0
68.25,2,0.0,0.0,0
5630.62,0,0.06666666666666667,0.0,1
620.0,2,0.5215123859191656,0.0,0
1141.17,7,0.06666666666666667,0.0,0
62.08,14,0.06666666666666667,0.0,0
780.18,18,0.29130927334520146,0.0,0
829.05,15,0.06666666666666667,0.0,0
1113.72,8,0.06666666666666667,0.0,0
883.65,10,0.06666666666666667,0.0,0
155.5,23,0.06666666666666667,0.0,0
451.02,3,0.06666666666666667,0.0,0
747.92,2,0.06666666666666667,0.0,0
356.95,18,0.06666666666666667,0.0,0
349.37,16,0.06666666666666667,0.0,0
58.83,23,0.06666666666666667,0.0,0
9.76,14,0.06666666666666667,0.0,0
6.2,23,0.0,0.0,0
76.69,18,0.06666666666666667,0.0,0
719.9,17,0.06666666666666667,0.0,0
306.01,14,0.06666666666666667,0.0,0
873.25,9,0.06666666666666667,0.0,0
1180.92,5,0.06666666666666667,0.0,0
5098.31,1,0.06666666666666667,1200.0,1
11.92,0,0.06666666666666667,1200.0,0
1149.7,4,0.06666666666666667,0.0,0
873.25,19,0.06717921922818541,0.0,0
1005.6,0,0.0,0.0,0
87.15,4,0.06666666666666667,0.0,0
6.25,1,0.06666666666666667,0.0,0
408.31,8,0.06666666666666667,0.0,0
517.31,4,0.06666666666666667,0.0,0
12.54,1,0.06666666666666667,0.0,0
1049.6,4,0.06666666666666667,1200.0,1
1146.01,8,0.06666666666666667,1200.0,0
418.31,9,0.06666666666666667,0.0,0
1164.3,0,0.06666666666666667,0.0,0
1060.98,15,0.06666666666666667,0.0,0
161.95,3,0.08768084173608068,0.0,0
3673.37,1,0.0,0.0,1
288.54,20,0.06666666666666667,0.0,0
718.52,22,0.06666666666666667,0.0,0
142.61,19,0.06666666666666667,0.0,0
674.8,22,0.06666666666666667,0.0,0
1927.4,0,0.3597841295222866,0.0,1
2060.99,1,0.06666666666666667,0.0,1
718.04,21,0.06666666666666667,0.0,0
11.96,22,1.8099547511312217,0.0,0
738.83,12,0.06666666666666667,0.0,0
1001.84,3,0.06781832225006122,0.0,0
986.19,3,0.0,0.0,0
1052.58,22,0.06666666666666667,0.0,0
805.9,21,0.06666666666666667,0.0,0
609.46,6,0.06666666666666667,0.0,0
1123.68,12,0.06666666666666667,0.0,0
67.63,15,0.06666666666666667,0.0,0
337.61,6,0.06666666666666667,0.0,0
563.2,16,0.06666666666666667,0.0,0
89.99,3,0.0,0.0,0
488.44,2,0.06666666666666667,0.0,1
2533.48,4,0.5096262740656852,1200.0,1
283.36,11,0.06666666666666667,1200.0,0
940.57,12,0.06666666666666667,0.0,0
295.02,17,0.17750604013608798,0.0,0
455.19,0,0.14108794481893713,0.0,0
547.77,4,0.29409361980230375,0.0,0
571.61,7,0.3307911421483047,306.49049080317803,1
891.19,3,0.06666666666666667,306.49049080317803,0
615.56,20,0.06666666666666667,0.0,0
1060.18,9,0.06666666666666667,0.0,0
67.16,5,0.06666666666666667,0.0,0
1171.92,9,0.06666666666666667,0.0,0
605.91,13,0.0,0.0,0
1086.71,0,0.06666666666666667,0.0,0
780.86,16,0.06666666666666667,0.0,0
200.51,12,0.06666666666666667,0.0,0
3082.23,16,0.06666666666666667,306.49049080317803,1
1151.61,17,0.06666666666666667,306.49049080317803,0
1156.82,6,0.06666666666666667,0.0,0
966.82,3,0.0,0.0,0
468.0,20,0.06666666666666667,0.0,0
213.73,13,0.06666666666666667,0.0,0
919.95,17,0.25323579065841306,0.0,0
1326.55,0,0.06666666666666667,1200.0,1
639.56,9,0.06666666666666667,1200.0,0
286.77,19,0.06666666666666667,0.0,0
1085.07,3,0.06666666666666667,0.0,0
184.48,2,0.06666666666666667,0.0,0
282.18,3,0.06666666666666667,0.0,0
326.84,7,0.06666666666666667,0.0,0
704.55,6,0.0,0.0,0
1022.92,21,0.06666666666666667,0.0,0
590.41,22,0.06666666666666667,0.0,0
1111.33,3,0.18831406601454204,0.0,0
350.3,16,0.06666666666666667,0.0,0
443.05,23,0.06666666666666667,0.0,0
791.09,14,0.06666666666666667,0.0,0
684.69,7,0.0,0.0,0
1180.3,11,0.06666666666666667,0.0,0
342.29,17,0.17412333736396615,0.0,0
615.67,17,0.06666666666666667,0.0,0
565.84,0,0.06666666666666667,0.0,0
986.21,7,0.06666666666666667,0.0,0
86.25,4,0.06666666666666667,0.0,0
726.41,18,0.07352190340038803,0.0,0
3927.68,0,0.0,0.0,1
971.1,3,0.06666666666666667,1200.0,1
120.36,22,0.06666666666666667,1200.0,0
557.74,19,0.06666666666666667,0.0,0
327.67,2,0.06666666666666667,0.0,0
411.64,13,0.08866995073891625,0.0,0
259.76,14,0.0,0.0,0
244.24,20,0.06666666666666667,0.0,0
315.36,18,0.06666666666666667,0.0,0
3459.73,22,0.06666666666666667,1200.0,1
223.99,13,0.06666666666666667,1200.0,0
774.1,15,0.6651884700665188,0.0,0
838.78,10,0.06666666666666667,0.0,0
381.87,22,0.06666666666666667,0.0,0
1078.88,17,0.06666666666666667,0.0,0
543.27,13,0.06666666666666667,0.0,0
14.12,21,0.06666666666666667,0.0,0
3698.99,1,0.32298582451103536,306.49049080317803,1
10.02,12,0.06666666666666667,306.49049080317803,0
3951.73,10,0.0,0.0,1
131.09,18,0.12486559605979675,1200.0,0
202.72,3,0.06666666666666667,0.0,0
504.34,12,0.06666666666666667,0.0,0
634.58,4,0.06666666666666667,0.0,0
1554.49,10,0.16747301823595087,306.49049080317803,1
5951.12,10,60.0,0.0,1
5476.62,1,0.06666666666666667,1200.0,1
50.33,19,0.06666666666666667,1200.0,0
339.74,20,0.06666666666666667,0.0,0
169.49,17,0.06666666666666667,0.0,0
170.07,18,0.06666666666666667,0.0,0
545.63,23,0.06666666666666667,0.0,0
834.91,2,0.3432821588633546,0.0,0
789.5,8,0.17793594306049823,0.0,0
185.2,15,0.1299638989169675,0.0,0
310.27,21,0.16955538809344387,0.0,1
1132.74,0,0.06666666666666667,0.0,0
772.52,21,0.0,0.0,1
866.36,1,0.2733070148800486,1200.0,0
430.03,3,0.38375439718580107,0.0,0
1048.58,9,0.06666666666666667,0.0,0
1173.64,10,0.06666666666666667,0.0,0
604.79,14,0.06666666666666667,0.0,0
1178.17,11,0.06666666666666667,0.0,0
217.82,8,0.06666666666666667,0.0,0
1752.95,0,0.06666666666666667,1200.0,1
350.31,5,0.06666666666666667,1200.0,0
634.97,21,0.06666666666666667,0.0,0
1119.82,8,0.06666666666666667,0.0,0
1087.56,0,0.0,0.0,0
575.28,11,0.09099411065894902,0.0,0
858.39,23,0.06666666666666667,0.0,0
160.01,12,0.06666666666666667,0.0,0
506.43,22,0.06666666666666667,0.0,0
204.81,23,0.8873551885629775,0.0,0
562.78,1,0.0,0.0,0
252.24,12,0.06666666666666667,0.0,0
1076.27,4,0.06666666666666667,0.0,0
779.77,10,0.1859504132231405,0.0,0
1008.86,15,0.1926060670911134,0.0,0
992.71,11,0.06666666666666667,0.0,0
25.14,2,0.06666666666666667,0.0,0
486.75,17,0.06666666666666667,0.0,0
358.31,4,0.06666666666666667,1200.0,1
930.8,4,63.1578947368421,1200.0,0
3126.29,4,100.0,1200.0,1
1014.88,16,0.06666666666666667,1200.0,1
230.14,11,0.06666666666666667,1200.0,0
979.14,12,0.0,0.0,0
2990.31,2,0.06666666666666667,306.49049080317803,1
973.83,22,0.06666666666666667,306.49049080317803,0
675.53,17,0.06666666666666667,0.0,0
116.91,1,0.06666666666666667,0.0,0
730.31,13,0.08424205550615435,0.0,0
240.83,5,0.06666666666666667,0.0,0
937.02,20,0.06666666666666667,0.0,0
939.99,21,0.06666666666666667,0.0,0
227.46,1,0.0,0.0,1
4936.45,1,60.0,1200.0,1
691.65,11,0.06666666666666667,1200.0,0
1141.01,4,0.06666666666666667,1200.0,1
742.41,9,0.06666666666666667,1200.0,0
743.91,3,0.06666666666666667,0.0,0
1097.34,16,0.06666666666666667,0.0,0
8.78,23,0.06666666666666667,0.0,0
462.4,4,0.06666666666666667,0.0,0
904.25,23,0.06666666666666667,0.0,0
1037.61,6,0.0,0.0,0
923.34,8,0.4626060138781804,0.0,0
350.29,13,0.06666666666666667,0.0,0
23.98,22,0.06666666666666667,0.0,0
322.23,1,0.3310040456050018,1200.0,1
703.95,7,0.06666666666666667,1200.0,0
323.45,0,0.06666666666666667,0.0,0
979.04,1,0.06666666666666667,0.0,0
458.67,18,0.06666666666666667,0.0,0
902.75,5,0.06666666666666667,0.0,0
738.94,9,0.0,0.0,0
856.54,18,0.06666666666666667,0.0,0
533.63,0,0.06666666666666667,0.0,0
410.68,9,0.06666666666666667,0.0,0
1034.92,23,0.06666666666666667,0.0,0
914.47,6,0.0,0.0,0
832.25,16,0.06666666666666667,0.0,0
2015.22,2,0.06666666666666667,306.49049080317803,1
839.63,2,0.06666666666666667,306.49049080317803,0
225.52,17,0.06666666666666667,0.0,0
18.45,9,0.06666666666666667,0.0,0
585.31,13,0.06666666666666667,0.0,0
1099.6,6,0.06666666666666667,0.0,0
1628.77,0,0.06666666666666667,1200.0,1
924.23,11,0.0,0.0,0
530.31,12,0.06666666666666667,0.0,0
999.49,7,0.06666666666666667,0.0,0
287.06,4,0.06666666666666667,0.0,0
1080.54,16,0.06666666666666667,0.0,0
2047.8,1,0.06666666666666667,0.0,1
449.73,0,0.06666666666666667,0.0,0
2425.4,3,0.06666666666666667,0.0,1
1095.02,5,0.06666666666666667,0.0,0
998.95,14,0.06666666666666667,0.0,0
584.47,15,0.06666666666666667,0.0,0
1153.04,20,0.06666666666666667,0.0,0
975.77,17,0.06666666666666667,0.0,0
116.43,20,0.0,0.0,0
1174.22,23,0.06666666666666667,0.0,0
1078.2,17,0.06666666666666667,0.0,0
841.21,0,0.1584297847995423,0.0,0
2436.89,10,0.06666666666666667,0.0,1
1679.97,10,60.0,1200.0,1
4410.73,3,0.06666666666666667,1200.0,1
1007.42,12,0.06666666666666667,306.49049080317803,0
293.54,21,0.06666666666666667,0.0,0
159.26,10,0.06666666666666667,0.0,0
124.29,5,0.06666666666666667,0.0,0
425.72,2,0.06666666666666667,0.0,0
1126.6,20,0.0,0.0,0
1724.58,1,0.06666666666666667,306.49049080317803,1
1730.26,1,60.0,0.0,1
4029.85,21,0.06666666666666667,306.49049080317803,1
865.74,21,0.06666666666666667,0.0,0
606.0,16,0.06666666666666667,0.0,0
148.66,20,0.06666666666666667,0.0,0
801.61,0,0.06666666666666667,0.0,1
1660.88,0,60.0,0.0,1
2848.77,0,60.0,0.0,1
1100.05,8,0.06666666666666667,0.0,0
265.65,20,0.08594346829640948,0.0,0
88.36,23,0.06666666666666667,0.0,0
3228.86,1,0.06666666666666667,1200.0,1
5992.24,1,60.0,1200.0,1
1047.39,20,0.0,0.0,0
597.84,6,0.06666666666666667,1200.0,1
1125.16,11,0.06666666666666667,1200.0,0
186.81,7,0.06666666666666667,0.0,0
174.86,20,0.07631484111674051,0.0,0
179.38,18,0.06666666666666667,0.0,0
4197.36,12,0.06666666666666667,0.0,1
1003.58,0,0.06666666666666667,0.0,0
542.98,19,0.06666666666666667,0.0,0
345.35,0,0.06666666666666667,0.0,0
1040.8,21,0.06666666666666667,0.0,0
386.88,18,0.06666666666666667,0.0,0
1096.88,17,0.0,0.0,0
1149.29,13,0.06666666666666667,0.0,0
176.11,19,0.06666666666666667,0.0,0
5130.72,2,0.06666666666666667,1200.0,1
